LocalTime,Power(MW)
01/01/26 09:30,27.78688637216924
01/01/26 09:35,27.94048994648941
01/01/26 09:40,29.068907142706966
01/01/26 09:45,28.309628389885347
01/01/26 09:50,26.783253442180328
01/01/26 09:55,31.864467774744067
01/01/26 10:00,30.17544512460892
01/01/26 10:05,31.4597694317459
01/01/26 10:10,32.455601599493406
01/01/26 10:15,28.92744344520853
01/01/26 10:20,33.457593598680525
01/01/26 10:25,34.16087282606916
01/01/26 10:30,34.13595018107759
01/01/26 10:35,33.84528640085284
01/01/26 10:40,32.719702868526255
01/01/26 10:45,34.38656100318471
01/01/26 10:50,32.235935924590564
01/01/26 10:55,38.09624033056146
01/01/26 11:00,32.956395927436574
01/01/26 11:05,32.38692868375773
01/01/26 11:10,32.573905816000604
01/01/26 11:15,34.84602413909821
01/01/26 11:20,33.64876472147553
01/01/26 11:25,29.220199567777986
01/01/26 11:30,35.138573723264024
01/01/26 11:35,35.83376946062113
01/01/26 11:40,33.35071156900069
01/01/26 11:45,36.78832808951043
01/01/26 11:50,32.89667332289671
01/01/26 11:55,31.90382485092212
01/01/26 12:00,35.37190593272189
01/01/26 12:05,33.63746254340385
01/01/26 12:10,35.67606194304012
01/01/26 12:15,34.15700626145652
01/01/26 12:20,36.088743338593986
01/01/26 12:25,33.44078905398044
01/01/26 12:30,31.234165002364985
01/01/26 12:35,33.91685221367799
01/01/26 12:40,33.52886955744583
01/01/26 12:45,36.66797018948538
01/01/26 12:50,35.56477604164671
01/01/26 12:55,38.367108459954714
01/01/26 13:00,31.791416320197342
01/01/26 13:05,30.90533246289752
01/01/26 13:10,34.10746086900157
01/01/26 13:15,35.06765120680814
01/01/26 13:20,31.493063621582245
01/01/26 13:25,32.32053314527614
01/01/26 13:30,36.728248893806125
01/01/26 13:35,30.428591692041934
01/01/26 13:40,33.935923502096266
01/01/26 13:45,32.74634402118876
01/01/26 13:50,28.261553104909385
01/01/26 13:55,29.81775890527512
01/01/26 14:00,28.9371278986362
01/01/26 14:05,29.701681693738305
01/01/26 14:10,27.686181284887414
01/01/26 14:15,27.259274618583948
01/01/26 14:20,27.198821145778332
01/01/26 14:25,28.333739189841896
01/01/26 14:30,25.84436407206108
01/01/26 14:35,26.4493098834027
01/01/26 14:40,30.208000751265615
01/01/26 14:45,27.184090781215076
01/01/26 14:50,23.814762780376
01/01/26 14:55,25.82402836164892
01/01/26 15:00,26.36531164492331
01/01/26 15:05,25.322405531952842
01/01/26 15:10,23.783294822658515
01/01/26 15:15,22.344924996565208
01/01/26 15:20,20.700225071365022
01/01/26 15:25,20.3742668014481
01/01/26 15:30,20.359959274134706
01/01/26 15:35,19.470537678238742
01/01/26 15:40,18.62327533196955
01/01/26 15:45,20.102873889957063
01/01/26 15:50,16.891050291762625
01/01/26 15:55,16.250234657996653
01/01/26 16:00,18.053004831333656
01/01/26 16:05,16.916418905905637
01/01/26 16:10,15.43442687637319
01/01/26 16:15,17.288071025938446
01/01/26 16:20,15.068324744661695
01/01/26 16:25,15.035483617853098
01/01/26 16:30,13.612902733196863
01/01/26 16:35,14.122022579692251
01/01/26 16:40,12.344637254036062
01/01/26 16:45,12.160078041705786
01/01/26 16:50,9.680373292201299
01/01/26 16:55,9.606884134192786
01/01/26 17:00,8.040379758788127
01/01/26 17:05,8.391728475647607
01/01/26 17:10,6.708046147543993
01/01/26 17:15,6.862006048523633
01/01/26 17:20,6.317428073705869
01/01/26 17:25,5.3134197221923865
01/01/26 17:30,4.779091461542612
01/01/26 17:35,3.7826324940243237
01/01/26 17:40,3.1277711248237874
01/01/26 17:45,2.239603312865015
01/01/26 17:50,1.593415351784107
01/01/26 17:55,0.750966199039816
01/01/26 18:00,4.4736728422963665e-15
01/01/26 18:05,0.0
01/01/26 18:10,0.0
01/01/26 18:15,0.0
01/01/26 18:20,0.0
01/01/26 18:25,0.0
01/01/26 18:30,0.0
01/01/26 18:35,0.0
01/01/26 18:40,0.0
01/01/26 18:45,0.0
01/01/26 18:50,0.0
01/01/26 18:55,0.0
01/01/26 19:00,0.0
01/01/26 19:05,0.0
01/01/26 19:10,0.0
01/01/26 19:15,0.0
01/01/26 19:20,0.0
01/01/26 19:25,0.0
01/01/26 19:30,0.0
01/01/26 19:35,0.0
01/01/26 19:40,0.0
01/01/26 19:45,0.0
01/01/26 19:50,0.0
01/01/26 19:55,0.0
01/01/26 20:00,0.0
01/01/26 20:05,0.0
01/01/26 20:10,0.0
01/01/26 20:15,0.0
01/01/26 20:20,0.0
01/01/26 20:25,0.0
01/01/26 20:30,0.0
01/01/26 20:35,0.0
01/01/26 20:40,0.0
01/01/26 20:45,0.0
01/01/26 20:50,0.0
01/01/26 20:55,0.0
01/01/26 21:00,0.0
01/01/26 21:05,0.0
01/01/26 21:10,0.0
01/01/26 21:15,0.0
01/01/26 21:20,0.0
01/01/26 21:25,0.0
01/01/26 21:30,0.0
01/01/26 21:35,0.0
01/01/26 21:40,0.0
01/01/26 21:45,0.0
01/01/26 21:50,0.0
01/01/26 21:55,0.0
01/01/26 22:00,0.0
01/01/26 22:05,0.0
01/01/26 22:10,0.0
01/01/26 22:15,0.0
01/01/26 22:20,0.0
01/01/26 22:25,0.0
01/01/26 22:30,0.0
01/01/26 22:35,0.0
01/01/26 22:40,0.0
01/01/26 22:45,0.0
01/01/26 22:50,0.0
01/01/26 22:55,0.0
01/01/26 23:00,0.0
01/01/26 23:05,0.0
01/01/26 23:10,0.0
01/01/26 23:15,0.0
01/01/26 23:20,0.0
01/01/26 23:25,0.0
01/01/26 23:30,0.0
01/01/26 23:35,0.0
01/01/26 23:40,0.0
01/01/26 23:45,0.0
01/01/26 23:50,0.0
01/01/26 23:55,0.0
01/02/26 00:00,0.0
01/02/26 00:05,0.0
01/02/26 00:10,0.0
01/02/26 00:15,0.0
01/02/26 00:20,0.0
01/02/26 00:25,0.0
01/02/26 00:30,0.0
01/02/26 00:35,0.0
01/02/26 00:40,0.0
01/02/26 00:45,0.0
01/02/26 00:50,0.0
01/02/26 00:55,0.0
01/02/26 01:00,0.0
01/02/26 01:05,0.0
01/02/26 01:10,0.0
01/02/26 01:15,0.0
01/02/26 01:20,0.0
01/02/26 01:25,0.0
01/02/26 01:30,0.0
01/02/26 01:35,0.0
01/02/26 01:40,0.0
01/02/26 01:45,0.0
01/02/26 01:50,0.0
01/02/26 01:55,0.0
01/02/26 02:00,0.0
01/02/26 02:05,0.0
01/02/26 02:10,0.0
01/02/26 02:15,0.0
01/02/26 02:20,0.0
01/02/26 02:25,0.0
01/02/26 02:30,0.0
01/02/26 02:35,0.0
01/02/26 02:40,0.0
01/02/26 02:45,0.0
01/02/26 02:50,0.0
01/02/26 02:55,0.0
01/02/26 03:00,0.0
01/02/26 03:05,0.0
01/02/26 03:10,0.0
01/02/26 03:15,0.0
01/02/26 03:20,0.0
01/02/26 03:25,0.0
01/02/26 03:30,0.0
01/02/26 03:35,0.0
01/02/26 03:40,0.0
01/02/26 03:45,0.0
01/02/26 03:50,0.0
01/02/26 03:55,0.0
01/02/26 04:00,0.0
01/02/26 04:05,0.0
01/02/26 04:10,0.0
01/02/26 04:15,0.0
01/02/26 04:20,0.0
01/02/26 04:25,0.0
01/02/26 04:30,0.0
01/02/26 04:35,0.0
01/02/26 04:40,0.0
01/02/26 04:45,0.0
01/02/26 04:50,0.0
01/02/26 04:55,0.0
01/02/26 05:00,0.0
01/02/26 05:05,0.0
01/02/26 05:10,0.0
01/02/26 05:15,0.0
01/02/26 05:20,0.0
01/02/26 05:25,0.0
01/02/26 05:30,0.0
01/02/26 05:35,0.0
01/02/26 05:40,0.0
01/02/26 05:45,0.0
01/02/26 05:50,0.0
01/02/26 05:55,0.0
01/02/26 06:00,0.0
01/02/26 06:05,0.7801145961993041
01/02/26 06:10,1.5393188958474642
01/02/26 06:15,2.3841627970861303
01/02/26 06:20,2.9754103716095113
01/02/26 06:25,3.529737977981277
01/02/26 06:30,4.415160099415598
01/02/26 06:35,5.480306191640514
01/02/26 06:40,6.251136640609964
01/02/26 06:45,6.557015180049801
01/02/26 06:50,7.7096644460495884
01/02/26 06:55,8.179797896663079
01/02/26 07:00,8.908643840134674
01/02/26 07:05,10.497178599456431
01/02/26 07:10,11.314898933658872
01/02/26 07:15,11.503758083783046
01/02/26 07:20,12.273829381043369
01/02/26 07:25,12.946069187643209
01/02/26 07:30,13.583471100758592
01/02/26 07:35,13.664513802057455
01/02/26 07:40,15.968914697679068
01/02/26 07:45,15.196919297252405
01/02/26 07:50,15.025198521824557
01/02/26 07:55,16.020283611425405
01/02/26 08:00,16.152270346146896
01/02/26 08:05,15.491201493019766
01/02/26 08:10,17.517847619071635
01/02/26 08:15,20.381794954672703
01/02/26 08:20,20.50361882176767
01/02/26 08:25,20.659221003375936
01/02/26 08:30,19.777063980000968
01/02/26 08:35,24.299277726424872
01/02/26 08:40,23.119343363477785
01/02/26 08:45,23.780042271044188
01/02/26 08:50,21.34940011022621
01/02/26 08:55,25.73605091518943
01/02/26 09:00,26.300176067630538
01/02/26 09:05,25.343517220253087
01/02/26 09:10,26.777027145164165
01/02/26 09:15,26.63833547567302
01/02/26 09:20,27.678662485582333
01/02/26 09:25,27.72854006156904
01/02/26 09:30,26.2646168225777
01/02/26 09:35,26.633806758762617
01/02/26 09:40,26.51680694617062
01/02/26 09:45,29.10238942396292
01/02/26 09:50,33.24806759901065
01/02/26 09:55,30.677754118601733
01/02/26 10:00,33.25398493278434
01/02/26 10:05,29.605530211655548
01/02/26 10:10,32.0225662892192
01/02/26 10:15,33.36787231486522
01/02/26 10:20,30.80064459310136
01/02/26 10:25,33.2412114291487
01/02/26 10:30,30.200456343275274
01/02/26 10:35,32.62601091628329
01/02/26 10:40,32.084422878568084
01/02/26 10:45,31.510924913837144
01/02/26 10:50,35.43259459388899
01/02/26 10:55,27.86449061143159
01/02/26 11:00,35.14847724385794
01/02/26 11:05,34.18899780367409
01/02/26 11:10,35.15606611046722
01/02/26 11:15,36.04796484558833
01/02/26 11:20,37.36175685196721
01/02/26 11:25,34.67772663899041
01/02/26 11:30,34.5197426725295
01/02/26 11:35,35.6064622802051
01/02/26 11:40,35.189127711262074
01/02/26 11:45,33.80571369397807
01/02/26 11:50,33.132149778684
01/02/26 11:55,37.20225711927696
01/02/26 12:00,34.13164779651151
01/02/26 12:05,37.357708778228655
01/02/26 12:10,37.044747878776114
01/02/26 12:15,33.47822113573902
01/02/26 12:20,36.274094455745725
01/02/26 12:25,35.46040751298839
01/02/26 12:30,34.9534479136272
01/02/26 12:35,36.279451844811476
01/02/26 12:40,34.26099104634649
01/02/26 12:45,35.71840530025441
01/02/26 12:50,33.057282781411786
01/02/26 12:55,34.30439221752941
01/02/26 13:00,32.05020910309535
01/02/26 13:05,32.75669912147004
01/02/26 13:10,37.08430272118859
01/02/26 13:15,36.74138169338674
01/02/26 13:20,33.44494111976982
01/02/26 13:25,28.159865097490698
01/02/26 13:30,32.54777362563653
01/02/26 13:35,30.62628324310072
01/02/26 13:40,32.31531135335042
01/02/26 13:45,28.801558507379394
01/02/26 13:50,32.30738373859949
01/02/26 13:55,33.89696902251335
01/02/26 14:00,29.89026071127865
01/02/26 14:05,26.47389962334621
01/02/26 14:10,28.37916631227625
01/02/26 14:15,30.60252804998674
01/02/26 14:20,26.00639592015212
01/02/26 14:25,28.369450805567766
01/02/26 14:30,26.475161204668307
01/02/26 14:35,25.614004137204677
01/02/26 14:40,28.501686272221416
01/02/26 14:45,24.660867737225054
01/02/26 14:50,24.24631041643078
01/02/26 14:55,23.81497758265606
01/02/26 15:00,25.831591530827268
01/02/26 15:05,23.739167625643535
01/02/26 15:10,23.165328032504885
01/02/26 15:15,23.839022442454485
01/02/26 15:20,21.66692517266681
01/02/26 15:25,21.44264837805844
01/02/26 15:30,20.35444391769613
01/02/26 15:35,21.68066043993841
01/02/26 15:40,23.70146110363166
01/02/26 15:45,17.84253678272205
01/02/26 15:50,19.41413569632293
01/02/26 15:55,17.580757686099528
01/02/26 16:00,17.931979749793005
01/02/26 16:05,18.70388543351864
01/02/26 16:10,16.76467777136691
01/02/26 16:15,16.571690329982232
01/02/26 16:20,14.357960366522205
01/02/26 16:25,13.323171781003946
01/02/26 16:30,13.439648263989803
01/02/26 16:35,12.529345636635885
01/02/26 16:40,11.588625381853369
01/02/26 16:45,11.751955329237349
01/02/26 16:50,9.77351079211076
01/02/26 16:55,9.7185761784764
01/02/26 17:00,9.763162567241025
01/02/26 17:05,8.21441584992998
01/02/26 17:10,7.5396605761928
01/02/26 17:15,6.724774953895233
01/02/26 17:20,6.547515956999309
01/02/26 17:25,5.145446367419045
01/02/26 17:30,4.718746976315197
01/02/26 17:35,4.018452742595044
01/02/26 17:40,3.2855332692672707
01/02/26 17:45,2.340652390547839
01/02/26 17:50,1.5862378254773868
01/02/26 17:55,0.7377093480079135
01/02/26 18:00,4.529278129575654e-15
01/02/26 18:05,0.0
01/02/26 18:10,0.0
01/02/26 18:15,0.0
01/02/26 18:20,0.0
01/02/26 18:25,0.0
01/02/26 18:30,0.0
01/02/26 18:35,0.0
01/02/26 18:40,0.0
01/02/26 18:45,0.0
01/02/26 18:50,0.0
01/02/26 18:55,0.0
01/02/26 19:00,0.0
01/02/26 19:05,0.0
01/02/26 19:10,0.0
01/02/26 19:15,0.0
01/02/26 19:20,0.0
01/02/26 19:25,0.0
01/02/26 19:30,0.0
01/02/26 19:35,0.0
01/02/26 19:40,0.0
01/02/26 19:45,0.0
01/02/26 19:50,0.0
01/02/26 19:55,0.0
01/02/26 20:00,0.0
01/02/26 20:05,0.0
01/02/26 20:10,0.0
01/02/26 20:15,0.0
01/02/26 20:20,0.0
01/02/26 20:25,0.0
01/02/26 20:30,0.0
01/02/26 20:35,0.0
01/02/26 20:40,0.0
01/02/26 20:45,0.0
01/02/26 20:50,0.0
01/02/26 20:55,0.0
01/02/26 21:00,0.0
01/02/26 21:05,0.0
01/02/26 21:10,0.0
01/02/26 21:15,0.0
01/02/26 21:20,0.0
01/02/26 21:25,0.0
01/02/26 21:30,0.0
01/02/26 21:35,0.0
01/02/26 21:40,0.0
01/02/26 21:45,0.0
01/02/26 21:50,0.0
01/02/26 21:55,0.0
01/02/26 22:00,0.0
01/02/26 22:05,0.0
01/02/26 22:10,0.0
01/02/26 22:15,0.0
01/02/26 22:20,0.0
01/02/26 22:25,0.0
01/02/26 22:30,0.0
01/02/26 22:35,0.0
01/02/26 22:40,0.0
01/02/26 22:45,0.0
01/02/26 22:50,0.0
01/02/26 22:55,0.0
01/02/26 23:00,0.0
01/02/26 23:05,0.0
01/02/26 23:10,0.0
01/02/26 23:15,0.0
01/02/26 23:20,0.0
01/02/26 23:25,0.0
01/02/26 23:30,0.0
01/02/26 23:35,0.0
01/02/26 23:40,0.0
01/02/26 23:45,0.0
01/02/26 23:50,0.0
01/02/26 23:55,0.0
01/03/26 00:00,0.0
01/03/26 00:05,0.0
01/03/26 00:10,0.0
01/03/26 00:15,0.0
01/03/26 00:20,0.0
01/03/26 00:25,0.0
01/03/26 00:30,0.0
01/03/26 00:35,0.0
01/03/26 00:40,0.0
01/03/26 00:45,0.0
01/03/26 00:50,0.0
01/03/26 00:55,0.0
01/03/26 01:00,0.0
01/03/26 01:05,0.0
01/03/26 01:10,0.0
01/03/26 01:15,0.0
01/03/26 01:20,0.0
01/03/26 01:25,0.0
01/03/26 01:30,0.0
01/03/26 01:35,0.0
01/03/26 01:40,0.0
01/03/26 01:45,0.0
01/03/26 01:50,0.0
01/03/26 01:55,0.0
01/03/26 02:00,0.0
01/03/26 02:05,0.0
01/03/26 02:10,0.0
01/03/26 02:15,0.0
01/03/26 02:20,0.0
01/03/26 02:25,0.0
01/03/26 02:30,0.0
01/03/26 02:35,0.0
01/03/26 02:40,0.0
01/03/26 02:45,0.0
01/03/26 02:50,0.0
01/03/26 02:55,0.0
01/03/26 03:00,0.0
01/03/26 03:05,0.0
01/03/26 03:10,0.0
01/03/26 03:15,0.0
01/03/26 03:20,0.0
01/03/26 03:25,0.0
01/03/26 03:30,0.0
01/03/26 03:35,0.0
01/03/26 03:40,0.0
01/03/26 03:45,0.0
01/03/26 03:50,0.0
01/03/26 03:55,0.0
01/03/26 04:00,0.0
01/03/26 04:05,0.0
01/03/26 04:10,0.0
01/03/26 04:15,0.0
01/03/26 04:20,0.0
01/03/26 04:25,0.0
01/03/26 04:30,0.0
01/03/26 04:35,0.0
01/03/26 04:40,0.0
01/03/26 04:45,0.0
01/03/26 04:50,0.0
01/03/26 04:55,0.0
01/03/26 05:00,0.0
01/03/26 05:05,0.0
01/03/26 05:10,0.0
01/03/26 05:15,0.0
01/03/26 05:20,0.0
01/03/26 05:25,0.0
01/03/26 05:30,0.0
01/03/26 05:35,0.0
01/03/26 05:40,0.0
01/03/26 05:45,0.0
01/03/26 05:50,0.0
01/03/26 05:55,0.0
01/03/26 06:00,0.0
01/03/26 06:05,0.7538583671420325
01/03/26 06:10,1.5630320825561532
01/03/26 06:15,2.2937508003037417
01/03/26 06:20,3.050625954075769
01/03/26 06:25,3.9230216633405384
01/03/26 06:30,4.669596061524524
01/03/26 06:35,4.48450662976431
01/03/26 06:40,6.004629895706435
01/03/26 06:45,7.563605221151126
01/03/26 06:50,7.980540206021844
01/03/26 06:55,7.510445668676688
01/03/26 07:00,8.796213063484176
01/03/26 07:05,10.010527887226543
01/03/26 07:10,11.218869621566279
01/03/26 07:15,11.25153147794731
01/03/26 07:20,11.11571455972465
01/03/26 07:25,12.015753040655818
01/03/26 07:30,12.731865165878196
01/03/26 07:35,14.391794479098484
01/03/26 07:40,15.570828947095496
01/03/26 07:45,15.562613968906101
01/03/26 07:50,15.16221053510496
01/03/26 07:55,16.10764999604283
01/03/26 08:00,16.43335846238823
01/03/26 08:05,18.595048749200956
01/03/26 08:10,19.247365766803878
01/03/26 08:15,19.134270361581297
01/03/26 08:20,20.43923302725545
01/03/26 08:25,18.838340128158052
01/03/26 08:30,19.28052522431079
01/03/26 08:35,23.44037616679718
01/03/26 08:40,21.11006820155791
01/03/26 08:45,24.47670478102594
01/03/26 08:50,21.77352047883987
01/03/26 08:55,23.09547815503241
01/03/26 09:00,23.127649418436267
01/03/26 09:05,23.29590536428579
01/03/26 09:10,26.60358388261966
01/03/26 09:15,26.05265371345422
01/03/26 09:20,28.5179963297603
01/03/26 09:25,24.98256897110922
01/03/26 09:30,26.52906171804711
01/03/26 09:35,26.141143051488957
01/03/26 09:40,28.548253170854327
01/03/26 09:45,27.15149760553383
01/03/26 09:50,29.83759874443574
01/03/26 09:55,34.059248406917945
01/03/26 10:00,28.433926741772027
01/03/26 10:05,28.928837069477716
01/03/26 10:10,32.435598808700824
01/03/26 10:15,30.999564829363145
01/03/26 10:20,33.706121851250785
01/03/26 10:25,30.84409659691363
01/03/26 10:30,34.704716738605335
01/03/26 10:35,29.71536186202956
01/03/26 10:40,35.2281438312413
01/03/26 10:45,33.9418637803414
01/03/26 10:50,33.45801056031999
01/03/26 10:55,33.95283053040859
01/03/26 11:00,30.82311628324467
01/03/26 11:05,33.3306033414459
01/03/26 11:10,34.713235980363265
01/03/26 11:15,32.95959421980411
01/03/26 11:20,37.011344125087994
01/03/26 11:25,34.36351771221569
01/03/26 11:30,36.45329221910569
01/03/26 11:35,37.48164847665831
01/03/26 11:40,30.54112282142903
01/03/26 11:45,34.03917584090239
01/03/26 11:50,38.058630415623625
01/03/26 11:55,35.150981846202136
01/03/26 12:00,34.662109538210686
01/03/26 12:05,34.50911104808418
01/03/26 12:10,34.33500751563028
01/03/26 12:15,34.332530023545296
01/03/26 12:20,34.36570029289686
01/03/26 12:25,32.75162476465331
01/03/26 12:30,33.623870168090065
01/03/26 12:35,34.88237381009427
01/03/26 12:40,32.840294715269465
01/03/26 12:45,34.84799583570791
01/03/26 12:50,31.844070299908697
01/03/26 12:55,29.99348623943915
01/03/26 13:00,32.94779850120963
01/03/26 13:05,33.62665021838524
01/03/26 13:10,30.574013983888904
01/03/26 13:15,34.82786079752342
01/03/26 13:20,33.36618743322572
01/03/26 13:25,34.12997967103044
01/03/26 13:30,32.34092128543016
01/03/26 13:35,30.840099935675806
01/03/26 13:40,32.23488426465764
01/03/26 13:45,30.031874966290843
01/03/26 13:50,33.955480663892644
01/03/26 13:55,29.94549303206518
01/03/26 14:00,27.63245881393889
01/03/26 14:05,27.399442513549808
01/03/26 14:10,29.56679284526805
01/03/26 14:15,31.034670341869983
01/03/26 14:20,30.00985273440241
01/03/26 14:25,27.232554131839564
01/03/26 14:30,31.516282681971834
01/03/26 14:35,29.117748195787534
01/03/26 14:40,25.57439677466384
01/03/26 14:45,24.00735292519755
01/03/26 14:50,24.226677038840304
01/03/26 14:55,26.087988157113386
01/03/26 15:00,23.550425861356562
01/03/26 15:05,24.63936975289387
01/03/26 15:10,24.06395208280985
01/03/26 15:15,25.616315596611276
01/03/26 15:20,22.403809538013533
01/03/26 15:25,21.82938567502517
01/03/26 15:30,21.911898432447217
01/03/26 15:35,19.893874480738738
01/03/26 15:40,19.689216165654745
01/03/26 15:45,19.07289460499522
01/03/26 15:50,20.850117202634248
01/03/26 15:55,15.713592453129928
01/03/26 16:00,17.736171129214114
01/03/26 16:05,16.895808910373873
01/03/26 16:10,16.219230924668402
01/03/26 16:15,15.612208397691616
01/03/26 16:20,14.895677093069496
01/03/26 16:25,15.013275880609466
01/03/26 16:30,13.859443443979636
01/03/26 16:35,12.98945265296693
01/03/26 16:40,13.039592896993907
01/03/26 16:45,10.864262917287219
01/03/26 16:50,10.818086235756901
01/03/26 16:55,10.286368502799505
01/03/26 17:00,8.501184460766769
01/03/26 17:05,8.23956898180846
01/03/26 17:10,7.57898819436442
01/03/26 17:15,7.007120109581636
01/03/26 17:20,5.681382792158379
01/03/26 17:25,4.624756216033223
01/03/26 17:30,4.272446970562769
01/03/26 17:35,3.6945515631365047
01/03/26 17:40,3.0496305704838935
01/03/26 17:45,2.3594352531407905
01/03/26 17:50,1.4699393073519014
01/03/26 17:55,0.8177956156696288
01/03/26 18:00,4.206745119337257e-15
01/03/26 18:05,0.0
01/03/26 18:10,0.0
01/03/26 18:15,0.0
01/03/26 18:20,0.0
01/03/26 18:25,0.0
01/03/26 18:30,0.0
01/03/26 18:35,0.0
01/03/26 18:40,0.0
01/03/26 18:45,0.0
01/03/26 18:50,0.0
01/03/26 18:55,0.0
01/03/26 19:00,0.0
01/03/26 19:05,0.0
01/03/26 19:10,0.0
01/03/26 19:15,0.0
01/03/26 19:20,0.0
01/03/26 19:25,0.0
01/03/26 19:30,0.0
01/03/26 19:35,0.0
01/03/26 19:40,0.0
01/03/26 19:45,0.0
01/03/26 19:50,0.0
01/03/26 19:55,0.0
01/03/26 20:00,0.0
01/03/26 20:05,0.0
01/03/26 20:10,0.0
01/03/26 20:15,0.0
01/03/26 20:20,0.0
01/03/26 20:25,0.0
01/03/26 20:30,0.0
01/03/26 20:35,0.0
01/03/26 20:40,0.0
01/03/26 20:45,0.0
01/03/26 20:50,0.0
01/03/26 20:55,0.0
01/03/26 21:00,0.0
01/03/26 21:05,0.0
01/03/26 21:10,0.0
01/03/26 21:15,0.0
01/03/26 21:20,0.0
01/03/26 21:25,0.0
01/03/26 21:30,0.0
01/03/26 21:35,0.0
01/03/26 21:40,0.0
01/03/26 21:45,0.0
01/03/26 21:50,0.0
01/03/26 21:55,0.0
01/03/26 22:00,0.0
01/03/26 22:05,0.0
01/03/26 22:10,0.0
01/03/26 22:15,0.0
01/03/26 22:20,0.0
01/03/26 22:25,0.0
01/03/26 22:30,0.0
01/03/26 22:35,0.0
01/03/26 22:40,0.0
01/03/26 22:45,0.0
01/03/26 22:50,0.0
01/03/26 22:55,0.0
01/03/26 23:00,0.0
01/03/26 23:05,0.0
01/03/26 23:10,0.0
01/03/26 23:15,0.0
01/03/26 23:20,0.0
01/03/26 23:25,0.0
01/03/26 23:30,0.0
01/03/26 23:35,0.0
01/03/26 23:40,0.0
01/03/26 23:45,0.0
01/03/26 23:50,0.0
01/03/26 23:55,0.0
01/04/26 00:00,0.0
01/04/26 00:05,0.0
01/04/26 00:10,0.0
01/04/26 00:15,0.0
01/04/26 00:20,0.0
01/04/26 00:25,0.0
01/04/26 00:30,0.0
01/04/26 00:35,0.0
